0,0,10.2,20.4,30.6,40.8,51,61.2,71.4,81.6,91.8,102
10,-,-,14.2,9.24,5.63,4.48,4.49,5.11,6.08,7.52,11.75
8,-,16.59,9.14,4.82,3.24,2.71,2.77,3.16,3.71,4.36,4.97
6,-,11.51,5.65,3,2.07,1.88,2.1,2.55,3.1,3.69,4.3
4,-,7.87,3.4,1.76,1.32,1.41,1.78,2.3,2.86,3.45,4.08
2,13.09,4.36,1.63,0.82,0.73,1.02,1.53,2.1,2.68,3.27,3.91
0,6,0.66,0.1,0.09,0.28,0.71,1.34,1.95,2.54,3.14,3.76
